id,chain_battle_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description
2170,521,2001,TreasureItem,20,0,Emblem of Cooperation x20,Edit your Supporters.
2171,522,2001,TreasureItem,80,0,Emblem of Cooperation x80,Engage in a Chain Battle 10 times.
2172,523,2001,TreasureItem,100,0,Emblem of Cooperation x100,Engage in a Chain Battle 15 times.
2173,524,11,Point::Stone,1,0,Dragon Stone x1,Engage in a Chain Battle 20 times.
2174,524,2001,TreasureItem,150,0,Emblem of Cooperation x150,Engage in a Chain Battle 20 times.
2175,525,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 500 million or more damage 
during the event period."
2176,525,11,Point::Stone,2,0,Dragon Stone x2,"Deal 500 million or more damage 
during the event period."
2177,525,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 500 million or more damage 
during the event period."
2178,526,1,CardStickerItem,1,0,Special Sticker x1,"Deal 1 billion or more damage 
during the event period."
2179,526,11,Point::Stone,3,0,Dragon Stone x3,"Deal 1 billion or more damage 
during the event period."
2180,526,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 1 billion or more damage 
during the event period."
2181,527,2001,TreasureItem,80,0,Emblem of Cooperation x80,"Deal 10 million or more damage 
in a single battle."
2182,528,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 20 million or more damage 
in a single battle."
2183,529,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 30 million or more damage 
in a single battle."
2184,529,11,Point::Stone,2,0,Dragon Stone x2,"Deal 30 million or more damage 
in a single battle."
2185,529,2001,TreasureItem,120,0,Emblem of Cooperation x120,"Deal 30 million or more damage 
in a single battle."
2186,530,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 40 million or more damage 
in a single battle."
2187,530,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2188,530,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2189,530,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2190,530,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2191,530,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2192,531,2001,TreasureItem,200,0,Emblem of Cooperation x200,"Deal 50 million or more damage 
in a single battle."
2193,531,6,PotentialItem,500,0,AGL Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2194,531,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2195,531,8,PotentialItem,500,0,INT Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2196,531,9,PotentialItem,500,0,STR Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2197,531,10,PotentialItem,500,0,PHY Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2198,532,11,Point::Stone,3,0,Dragon Stone x3,"Deal 60 million or more damage 
in a single battle."
2199,532,2001,TreasureItem,250,0,Emblem of Cooperation x250,"Deal 60 million or more damage 
in a single battle."
2200,532,11,PotentialItem,50,0,AGL Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2201,532,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2202,532,13,PotentialItem,50,0,INT Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2203,532,14,PotentialItem,50,0,STR Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2204,532,15,PotentialItem,50,0,PHY Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2205,533,2001,TreasureItem,300,0,Emblem of Cooperation x300,"Deal 70 million or more damage 
in a single battle."
2206,534,2001,TreasureItem,400,0,Emblem of Cooperation x400,"Deal 80 million or more damage 
in a single battle."
2207,535,11,Point::Stone,4,0,Dragon Stone x4,"Deal 90 million or more damage 
in a single battle."
2208,535,2001,TreasureItem,500,0,Emblem of Cooperation x500,"Deal 90 million or more damage 
in a single battle."
2209,536,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x2,"Deal 100 million or more damage 
in a single battle."
2210,536,11,Point::Stone,5,0,Dragon Stone x5,"Deal 100 million or more damage 
in a single battle."
2211,536,2001,TreasureItem,600,0,Emblem of Cooperation x600,"Deal 100 million or more damage 
in a single battle."
2212,537,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle once."
2213,538,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 2 times."
2214,539,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 3 times."
2215,540,2001,TreasureItem,20,0,Emblem of Cooperation x20,"[Daily] Send a ""NICE""."
2216,541,2001,TreasureItem,20,0,Emblem of Cooperation x20,Edit your Supporters.
2217,542,2001,TreasureItem,80,0,Emblem of Cooperation x80,Engage in a Chain Battle 10 times.
2218,543,2001,TreasureItem,100,0,Emblem of Cooperation x100,Engage in a Chain Battle 15 times.
2219,544,11,Point::Stone,1,0,Dragon Stone x1,Engage in a Chain Battle 20 times.
2220,544,2001,TreasureItem,150,0,Emblem of Cooperation x150,Engage in a Chain Battle 20 times.
2221,545,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 500 million or more damage 
during the event period."
2222,545,11,Point::Stone,2,0,Dragon Stone x2,"Deal 500 million or more damage 
during the event period."
2223,545,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 500 million or more damage 
during the event period."
2224,546,1,CardStickerItem,1,0,Special Sticker x1,"Deal 1 billion or more damage 
during the event period."
2225,546,11,Point::Stone,3,0,Dragon Stone x3,"Deal 1 billion or more damage 
during the event period."
2226,546,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 1 billion or more damage 
during the event period."
2227,547,2001,TreasureItem,80,0,Emblem of Cooperation x80,"Deal 10 million or more damage 
in a single battle."
2228,548,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 20 million or more damage 
in a single battle."
2229,549,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 30 million or more damage 
in a single battle."
2230,549,11,Point::Stone,2,0,Dragon Stone x2,"Deal 30 million or more damage 
in a single battle."
2231,549,2001,TreasureItem,120,0,Emblem of Cooperation x120,"Deal 30 million or more damage 
in a single battle."
2232,550,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 40 million or more damage 
in a single battle."
2233,550,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2234,550,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2235,550,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2236,550,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2237,550,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2238,551,2001,TreasureItem,200,0,Emblem of Cooperation x200,"Deal 50 million or more damage 
in a single battle."
2239,551,6,PotentialItem,500,0,AGL Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2240,551,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2241,551,8,PotentialItem,500,0,INT Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2242,551,9,PotentialItem,500,0,STR Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2243,551,10,PotentialItem,500,0,PHY Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2244,552,11,Point::Stone,3,0,Dragon Stone x3,"Deal 60 million or more damage 
in a single battle."
2245,552,2001,TreasureItem,250,0,Emblem of Cooperation x250,"Deal 60 million or more damage 
in a single battle."
2246,552,11,PotentialItem,50,0,AGL Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2247,552,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2248,552,13,PotentialItem,50,0,INT Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2249,552,14,PotentialItem,50,0,STR Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2250,552,15,PotentialItem,50,0,PHY Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2251,553,2001,TreasureItem,300,0,Emblem of Cooperation x300,"Deal 70 million or more damage 
in a single battle."
2252,554,2001,TreasureItem,400,0,Emblem of Cooperation x400,"Deal 80 million or more damage 
in a single battle."
2253,555,11,Point::Stone,4,0,Dragon Stone x4,"Deal 90 million or more damage 
in a single battle."
2254,555,2001,TreasureItem,500,0,Emblem of Cooperation x500,"Deal 90 million or more damage 
in a single battle."
2255,556,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x2,"Deal 100 million or more damage 
in a single battle."
2256,556,11,Point::Stone,5,0,Dragon Stone x5,"Deal 100 million or more damage 
in a single battle."
2257,556,2001,TreasureItem,600,0,Emblem of Cooperation x600,"Deal 100 million or more damage 
in a single battle."
2258,557,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle once."
2259,558,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 2 times."
2260,559,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 3 times."
2261,560,2001,TreasureItem,20,0,Emblem of Cooperation x20,"[Daily] Send a ""NICE""."
2262,561,2001,TreasureItem,20,0,Emblem of Cooperation x20,Edit your Supporters.
2263,562,2001,TreasureItem,80,0,Emblem of Cooperation x80,Engage in a Chain Battle 10 times.
2264,563,2001,TreasureItem,100,0,Emblem of Cooperation x100,Engage in a Chain Battle 15 times.
2265,564,11,Point::Stone,1,0,Dragon Stone x1,Engage in a Chain Battle 20 times.
2266,564,2001,TreasureItem,150,0,Emblem of Cooperation x150,Engage in a Chain Battle 20 times.
2267,565,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 500 million or more damage 
during the event period."
2268,565,11,Point::Stone,2,0,Dragon Stone x2,"Deal 500 million or more damage 
during the event period."
2269,565,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 500 million or more damage 
during the event period."
2270,566,1,CardStickerItem,1,0,Special Sticker x1,"Deal 1 billion or more damage 
during the event period."
2271,566,11,Point::Stone,3,0,Dragon Stone x3,"Deal 1 billion or more damage 
during the event period."
2272,566,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 1 billion or more damage 
during the event period."
2273,567,2001,TreasureItem,80,0,Emblem of Cooperation x80,"Deal 10 million or more damage 
in a single battle."
2274,568,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 20 million or more damage 
in a single battle."
2275,569,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 30 million or more damage 
in a single battle."
2276,569,11,Point::Stone,2,0,Dragon Stone x2,"Deal 30 million or more damage 
in a single battle."
2277,569,2001,TreasureItem,120,0,Emblem of Cooperation x120,"Deal 30 million or more damage 
in a single battle."
2278,570,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 40 million or more damage 
in a single battle."
2279,570,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2280,570,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2281,570,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2282,570,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2283,570,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
2284,571,2001,TreasureItem,200,0,Emblem of Cooperation x200,"Deal 50 million or more damage 
in a single battle."
2285,571,6,PotentialItem,500,0,AGL Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2286,571,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2287,571,8,PotentialItem,500,0,INT Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2288,571,9,PotentialItem,500,0,STR Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2289,571,10,PotentialItem,500,0,PHY Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
2290,572,11,Point::Stone,3,0,Dragon Stone x3,"Deal 60 million or more damage 
in a single battle."
2291,572,2001,TreasureItem,250,0,Emblem of Cooperation x250,"Deal 60 million or more damage 
in a single battle."
2292,572,11,PotentialItem,50,0,AGL Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2293,572,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2294,572,13,PotentialItem,50,0,INT Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2295,572,14,PotentialItem,50,0,STR Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2296,572,15,PotentialItem,50,0,PHY Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
2297,573,2001,TreasureItem,300,0,Emblem of Cooperation x300,"Deal 70 million or more damage 
in a single battle."
2298,574,2001,TreasureItem,400,0,Emblem of Cooperation x400,"Deal 80 million or more damage 
in a single battle."
2299,575,11,Point::Stone,4,0,Dragon Stone x4,"Deal 90 million or more damage 
in a single battle."
2300,575,2001,TreasureItem,500,0,Emblem of Cooperation x500,"Deal 90 million or more damage 
in a single battle."
2301,576,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x2,"Deal 100 million or more damage 
in a single battle."
2302,576,11,Point::Stone,5,0,Dragon Stone x5,"Deal 100 million or more damage 
in a single battle."
2303,576,2001,TreasureItem,600,0,Emblem of Cooperation x600,"Deal 100 million or more damage 
in a single battle."
2304,577,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle once."
2305,578,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 2 times."
2306,579,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 3 times."
2307,580,2001,TreasureItem,20,0,Emblem of Cooperation x20,"[Daily] Send a ""NICE""."
2308,581,2001,TreasureItem,20,0,Emblem of Cooperation x20,Edit your Supporters.
2309,582,2001,TreasureItem,80,0,Emblem of Cooperation x80,Engage in a Chain Battle 10 times.
2310,583,2001,TreasureItem,100,0,Emblem of Cooperation x100,Engage in a Chain Battle 15 times.
2311,584,11,Point::Stone,1,0,Dragon Stone x1,Engage in a Chain Battle 20 times.
2312,584,2001,TreasureItem,150,0,Emblem of Cooperation x150,Engage in a Chain Battle 20 times.
2313,585,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 500 million or more damage 
during the event period."
2314,585,11,Point::Stone,2,0,Dragon Stone x2,"Deal 500 million or more damage 
during the event period."
2315,585,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 500 million or more damage 
during the event period."
2316,586,1,CardStickerItem,1,0,Special Sticker x1,"Deal 1 billion or more damage 
during the event period."
2317,586,11,Point::Stone,3,0,Dragon Stone x3,"Deal 1 billion or more damage 
during the event period."
2318,586,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 1 billion or more damage 
during the event period."
