id,name,description
102411,Captivating Dance,"""Special Pose"" Category 
Ki +3 and HP, ATK & DEF +50%"
102412,Strongest Pair on Earth,"""Saiyan Saga"" Category 
Ki +2 and HP, ATK & DEF +100%"
102413,An Enemy in Common,"""Saiyan Saga"" Category 
Ki +3 and HP, ATK & DEF +120%"
102414,Desperate Onslaught,"""Saiyan Saga"" or ""Battle of Wits"" Category 
Ki +4 and HP, ATK & DEF +150%"
102416,Promising Girl,"Super AGL Type Ki +3 and HP, ATK & DEF +90%"
102417,Taijoro's Wrath,"INT Type Ki +3 and HP, ATK & DEF +70%"
102420,Easy Test of Strength,PHY Type Ki +2 and ATK & DEF +50%
102422,At Ease When Back on the Front Line,TEQ Type Ki +2 and ATK & DEF +50%
102424,Androids Driven into a Corner,"""Androids"" Category 
Ki +2 and HP, ATK & DEF +100%"
102425,Life-and-Death Battle,"""Androids"" Category 
Ki +3 and HP, ATK & DEF +130%"
102427,Turbulent Revenge,"PHY & INT Type 
Ki +3 and HP, ATK & DEF +30%"
102428,Tense Battlefield,"""Super Saiyans"" or ""Goku's Family"" Category 
Ki +2 and HP, ATK & DEF +130%, plus an 
additional HP, ATK & DEF +10% for characters 
who also belong to the ""Androids/Cell Saga"" Category"
102429,Warriors Entrusted with Earth's Fate,"""Super Saiyans"" or ""Goku's Family"" Category 
Ki +3 and HP, ATK & DEF +170%, plus an 
additional HP, ATK & DEF +30% for characters 
who also belong to the ""Androids/Cell Saga"" Category"
102431,Blind Rage,"""Mastered Evolution"" Category 
Ki +2 and HP, ATK & DEF +100%"
102432,Single-Minded Offense,"""Mastered Evolution"" Category 
Ki +3 and HP, ATK & DEF +130%"
102433,Invincible Father and Son,"""Goku's Family"" Category 
Ki +2 and HP, ATK & DEF +100%"
102434,Saiyan Father and Son in Action,"""Goku's Family"" Category 
Ki +3 and HP, ATK & DEF +120%"
102435,Universe-Shaking Strike,"""Goku's Family"" or ""Kamehameha"" Category 
Ki +4 and HP, ATK & DEF +150%"
102437,Monster Created by a Computer,"""Androids/Cell Saga"" or ""Power Absorption"" 
Category Ki +2 and HP, ATK & DEF +130%, plus 
an additional HP, ATK & DEF +10% for characters 
who also belong to the ""Androids"" Category"
102438,Ultimate Life Form with Immense Power,"""Androids/Cell Saga"" or ""Power Absorption"" 
Category Ki +3 and HP, ATK & DEF +170%, plus 
an additional HP, ATK & DEF +30% for characters 
who also belong to the ""Androids"" Category"
102443,Super Saiyan with Divine Ki,"""Realm of Gods"" or ""Mastered Evolution"" 
Category Ki +2 and HP, ATK & DEF +130%, 
plus an additional HP, ATK & DEF +10% 
for characters who also belong to 
the ""Pure Saiyans"" Category"
102444,Divine Combat Begins,"""Realm of Gods"" or ""Mastered Evolution"" 
Category Ki +3 and HP, ATK & DEF +170%, 
plus an additional HP, ATK & DEF +30% 
for characters who also belong to 
the ""Pure Saiyans"" Category"
102449,Worst Enemy Resurrected,"""Resurrected Warriors"" or 
""Planetary Destruction"" Category 
Ki +2 and HP, ATK & DEF +100%"
102450,Burning Desire for Vengeance,"""Resurrected Warriors"" or 
""Planetary Destruction"" Category 
Ki +3 and HP, ATK & DEF +120%"
102451,Emperor's Newfound Power,"""Resurrected Warriors"" or 
""Planetary Destruction"" Category 
Ki +4 and HP, ATK & DEF +150%"
102453,Proud Saiyan Lineage,"""Bond of Parent and Child"" or ""Future Saga"" 
Category Ki +2 and HP, ATK & DEF +130%, 
plus an additional HP, ATK & DEF +10% 
for characters who also belong to 
the ""Battle of Fate"" Category"
102454,Cooperation Between the Enraged Father and Son,"""Bond of Parent and Child"" or ""Future Saga"" 
Category Ki +3 and HP, ATK & DEF +150%, 
plus an additional HP, ATK & DEF +20% 
for characters who also belong to 
the ""Battle of Fate"" Category"
102455,Power of Pride and Hope,"""Bond of Parent and Child"" or ""Future Saga"" 
Category Ki +3 and HP, ATK & DEF +170%, 
plus an additional HP, ATK & DEF +30% 
for characters who also belong to 
the ""Battle of Fate"" Category"
102456,Comeback and Rescue,"""Bond of Master and Disciple"" Category 
Ki +2 and HP, ATK & DEF +30%"
102459,Enemy Beyond Space and Time,"""Future Saga"" Category 
Ki +2 and HP, ATK & DEF +100%"
102460,Deeply Engraved Strength,"""Future Saga"" Category 
Ki +3 and HP, ATK & DEF +130%"
102463,Merciless Judgment,"Extreme STR Type 
Ki +3 and HP, ATK & DEF +90%"
102464,Purification by the Name of Despair,"""Worldwide Chaos"" or ""Potara"" Category 
Ki +2 and HP, ATK & DEF +100%"
102465,Pressure of Divine Ki,"""Worldwide Chaos"" or ""Potara"" Category 
Ki +3 and HP, ATK & DEF +120%"
102466,Dawn of an Ideal World,"""Worldwide Chaos"" or ""Potara"" Category 
Ki +4 and HP, ATK & DEF +150%"
102468,Unforeseen Strength,"TEQ Type Ki +2 and HP, ATK & DEF +50%"
102469,Possessed by Kami,"TEQ Type Ki +3 and HP, ATK & DEF +70%"
102471,Pre-Battle Jitters,"""Saiyan Saga"" Category 
Ki +2 and HP, ATK & DEF +80%"
102472,Victory Favors the Bold,"""Saiyan Saga"" Category 
Ki +3 and HP, ATK & DEF +100%"
102473,The Last Tri-Beam,"""Saiyan Saga"" Category 
Ki +4 and HP, ATK & DEF +130%"
102474,Carefree Life on the Run,"""Bond of Friendship"" Category 
Ki +2 and HP, ATK & DEF +100%"
102475,Cheerful Scouting,"""Bond of Friendship"" Category 
Ki +3 and HP, ATK & DEF +130%"
102477,A Friend Met in Space,"""Bond of Friendship"" Category 
Ki +2 and HP, ATK & DEF +100%"
102478,Reliable Knowledge,"""Bond of Friendship"" Category 
Ki +3 and HP, ATK & DEF +130%"
102479,Accumulated Battle Experience,"""Low-Class Warrior"" or 
""Peppy Gals"" Category 
Ki +2 and HP, ATK & DEF +100%"
102480,Planetary Invasion Scene,"""Low-Class Warrior"" or 
""Peppy Gals"" Category 
Ki +3 and HP, ATK & DEF +130%"
102481,Most Malevolent Transformation,"""Terrifying Conquerors"" or ""Movie Bosses"" 
Category Ki +2 and HP, ATK & DEF +130%, 
plus an additional HP, ATK & DEF +10% 
for characters who also belong to the 
""Transformation Boost"" Category"
102482,Thorough Destruction,"""Terrifying Conquerors"" or ""Movie Bosses"" 
Category Ki +3 and HP, ATK & DEF +150%, 
plus an additional HP, ATK & DEF +20% 
for characters who also belong to the 
""Transformation Boost"" Category"
102483,Planet-Crushing Blow,"""Terrifying Conquerors"" or ""Movie Bosses"" 
Category Ki +3 and HP, ATK & DEF +170%, 
plus an additional HP, ATK & DEF +30% 
for characters who also belong to the 
""Transformation Boost"" Category"
102484,True Anger and Awakening,"""Powerful Comeback"" Category 
Ki +2 and HP, ATK & DEF +150%"
102485,Super Saiyan Counterstrike,"""Powerful Comeback"" Category 
Ki +3 and HP, ATK & DEF +170%"
102486,Extraordinary Super Warrior,"""Powerful Comeback"" Category 
Ki +3 and HP, ATK & DEF +200%"
102487,Super Saiyan Duo,"""Joined Forces"" or ""Movie Heroes"" Category 
Ki +2 and HP, ATK & DEF +130%, plus an 
additional HP, ATK & DEF +10% for characters 
who also belong to the ""Pure Saiyans"" Category"
102488,Indomitable United Front,"""Joined Forces"" or ""Movie Heroes"" Category 
Ki +3 and HP, ATK & DEF +150%, plus an 
additional HP, ATK & DEF +20% for characters 
who also belong to the ""Pure Saiyans"" Category"
102489,Full-Power Final Showdown,"""Joined Forces"" or ""Movie Heroes"" Category 
Ki +3 and HP, ATK & DEF +170%, plus an 
additional HP, ATK & DEF +30% for characters 
who also belong to the ""Pure Saiyans"" Category"
102491,Grudge Rekindled,"""Wicked Bloodline"" Category 
Ki +2 and HP, ATK & DEF +150%"
102492,Strike of Steel,"""Wicked Bloodline"" Category 
Ki +3 and HP, ATK & DEF +170%"
102493,Infinite Terror,"""Wicked Bloodline"" Category 
Ki +3 and HP, ATK & DEF +200%"
102494,Quick Reactions,"""Movie Heroes"" Category 
Ki +2 and HP, ATK & DEF +100%"
102495,Valiant Confrontation,"""Movie Heroes"" Category 
Ki +3 and HP, ATK & DEF +130%"
102496,Saviors from Earth,"""Movie Heroes"" Category 
Ki +2 and HP, ATK & DEF +100%"
102497,Strength Concentrated on the Fists,"""Movie Heroes"" Category 
Ki +3 and HP, ATK & DEF +130%"
102498,Spirited Girl's Efforts,"""Bond of Friendship"" or ""Dragon Ball Seekers"" 
Category Ki +2 and HP, ATK & DEF +130%, plus 
an additional HP, ATK & DEF +10% for characters 
who also belong to the ""GT Heroes"" Category"
102499,Stamina to Attack Evil,"""Bond of Friendship"" or ""Dragon Ball Seekers"" 
Category Ki +3 and HP, ATK & DEF +170%, plus 
an additional HP, ATK & DEF +30% for characters 
who also belong to the ""GT Heroes"" Category"
102502,Culmination of Thousands of Thoughts,ATK & DEF +18% per Ki Sphere obtained
102503,Battle to Defend a Friend,"""DB Saga"" Category 
Ki +2 and HP, ATK & DEF +100%"
102504,All-Out Power of Friendship,"""DB Saga"" Category 
Ki +3 and HP, ATK & DEF +130%"
102506,Fantastical Story,"""DB Saga"", ""Youth"" or ""Exploding Rage"" 
Category Ki +2 and HP, ATK & DEF +130%, 
plus an additional HP, ATK & DEF +10% 
for characters who also belong to the 
""Dragon Ball Seekers"" or ""Bond of Friendship"" Category"
102507,Quest for the Dragon Balls,"""DB Saga"", ""Youth"" or ""Exploding Rage"" 
Category Ki +3 and HP, ATK & DEF +170%, 
plus an additional HP, ATK & DEF +30% 
for characters who also belong to the 
""Dragon Ball Seekers"" or ""Bond of Friendship"" Category"
102508,Unknown Roots,"""Goku's Family"" or ""Storied Figures"" Category 
Ki +2 and HP, ATK & DEF +130%, plus an additional 
HP, ATK & DEF +10% for characters who also 
belong to the ""Pure Saiyans"" Category"
102509,Battle Against the Fate of Annihilation,"""Goku's Family"" or ""Storied Figures"" Category 
Ki +3 and HP, ATK & DEF +170%, plus an additional 
HP, ATK & DEF +30% for characters who also 
belong to the ""Pure Saiyans"" Category"
102510,Cheerful and Righteous Heart,"""Bond of Parent and Child"" Category 
Ki +2 and HP, ATK & DEF +30%"
102511,Courage to Confront Evil,"""Bond of Parent and Child"" Category 
Ki +2 and HP, ATK & DEF +50%; 
or PHY Type Ki +2 and HP, ATK & DEF +30%"
102513,Off-the-Charts Combat Ability,"All Types Ki +2 and HP, ATK & DEF +40%"
102514,Hyper-Powerful Foe,"STR Type Ki +3 and HP, ATK & DEF +50%"
102515,Fighter of the Mechanical Planet,"""Wicked Bloodline"" Category 
Ki +2 and HP, ATK & DEF +50%"
102516,Demonic Fighter of Steel,"All Types Ki +3 and HP, ATK & DEF +30%"
102517,Demonic Fighter of Steel,"All Types Ki +3 and HP, ATK & DEF +30%"
102518,Demonic Fighter of Steel,"All Types Ki +3 and HP, ATK & DEF +30%"
102519,Demonic Fighter of Steel,"All Types Ki +3 and HP, ATK & DEF +30%"
102520,Demonic Fighter of Steel,"All Types Ki +3 and HP, ATK & DEF +30%"
102521,Restoring Our Clan's Reputation,"""Terrifying Conquerors"" Category 
Ki +2 and HP, ATK & DEF +50%; 
or TEQ Type Ki +2 and HP, ATK & DEF +30%"
102522,Demon Lord Fallen to Heaven,"""Otherworld Warriors"" Category 
Ki +2 and HP, ATK & DEF +30%"
102523,Meaning of Life Found in Heaven,"""Otherworld Warriors"" Category 
Ki +2 and HP, ATK & DEF +50%; 
or PHY Type Ki +2 and HP, ATK & DEF +30%"
102524,Hunting Prey,"""DB Saga"" Category 
Ki +2 and HP, ATK & DEF +30%"
102525,Predatory Wolf of the Gale,"""DB Saga"" Category 
Ki +3 and HP, ATK & DEF +50%"
102530,Blazing Crimson Power-Up,"""Crossover"" or ""Full Power"" Category 
Ki +2 and HP, ATK & DEF +130%, 
plus an additional HP, ATK & DEF +10% 
for characters who also belong to the 
""Dragon Ball Heroes"" Category"
102531,Breaking Limits for Victory,"""Crossover"" or ""Full Power"" Category 
Ki +3 and HP, ATK & DEF +170%, 
plus an additional HP, ATK & DEF +30% 
for characters who also belong to the 
""Dragon Ball Heroes"" Category"
102532,Flaring Crimson Power-Up,"""Crossover"" or ""Giant Ape Power"" Category 
Ki +2 and HP, ATK & DEF +130%, 
plus an additional HP, ATK & DEF +10% 
for characters who also belong to the 
""Dragon Ball Heroes"" Category"
102533,Breaking Limits for Triumph,"""Crossover"" or ""Giant Ape Power"" Category 
Ki +3 and HP, ATK & DEF +170%, 
plus an additional HP, ATK & DEF +30% 
for characters who also belong to the 
""Dragon Ball Heroes"" Category"
102534,Battle Instinct to Resist Fate,"""Crossover"" Category 
Ki +3 and HP, ATK & DEF +150%"
102535,Power to Protect the Cherished,"""Giant Ape Power"" Category 
Ki +3 and HP, ATK & DEF +150%"
102536,Secretary Active in the Dark,"""Dragon Ball Heroes"" Category 
Ki +3 and HP, ATK & DEF +150%"
102537,Heart Taken Over by Darkness,"""Crossover"" Category 
Ki +3 and HP, ATK & DEF +150%"
102540,Ambition to Overthrow Zen-Oh,"""Dragon Ball Heroes"" or 
""Time Travelers"" Category Ki +2 and 
HP, ATK & DEF +130%, plus an additional 
HP, ATK & DEF +10% for characters 
who also belong to the ""Crossover"" Category"
102541,Ultimate Godslayer,"""Dragon Ball Heroes"" or 
""Time Travelers"" Category Ki +3 and 
HP, ATK & DEF +170%, plus an additional 
HP, ATK & DEF +30% for characters 
who also belong to the ""Crossover"" Category"
102543,Golden Enhancement,"""Crossover"" Category 
Ki +2 and HP, ATK & DEF +120%"
102544,Modified Evil,"""Crossover"" Category 
Ki +2 and HP, ATK & DEF +120%"
102545,Survivor of the Glass Tribe,"""Dragon Ball Heroes"" Category 
Ki +2 and HP, ATK & DEF +30%"
102546,Fate of the Universal Conflict in Her Hands,"""Dragon Ball Heroes"" Category 
Ki +3 and HP, ATK & DEF +50%"
102547,Blazing Gale,"AGL & STR Types 
Ki +3 and HP, ATK & DEF +30%"
102550,Birth of a New Android,"""Movie Heroes"" or ""Artificial Life Forms"" 
Category Ki +2 and HP, ATK & DEF +130%, 
plus an additional HP, ATK & DEF +10% 
for characters who also belong to the 
""Accelerated Battle"" or ""Worthy Rivals"" Category"
102551,Imperturbable Hero,"""Movie Heroes"" or ""Artificial Life Forms"" 
Category Ki +3 and HP, ATK & DEF +170%, 
plus an additional HP, ATK & DEF +30% 
for characters who also belong to the 
""Accelerated Battle"" or ""Worthy Rivals"" Category"
102552,Attack of a New Android,"""Movie Heroes"", ""Androids"" or ""Special Pose"" 
Category Ki +2 and HP, ATK & DEF +130%, 
plus an additional HP, ATK & DEF +10% 
for characters who also belong to the 
""Accelerated Battle"" or ""Worthy Rivals"" Category"
102553,Fearless Hero,"""Movie Heroes"", ""Androids"" or ""Special Pose"" 
Category Ki +3 and HP, ATK & DEF +170%, 
plus an additional HP, ATK & DEF +30% 
for characters who also belong to the 
""Accelerated Battle"" or ""Worthy Rivals"" Category"
102554,Will to Protect All,"""Super Heroes"" or ""Hybrid Saiyans"" Category 
Ki +2 and HP, ATK & DEF +130%, 
plus an additional HP, ATK & DEF +10% 
for characters who also belong to the 
""Bond of Parent and Child"" or 
""Movie Heroes"" Category"
102555,Clashing Justice,"""Super Heroes"" or ""Hybrid Saiyans"" Category 
Ki +3 and HP, ATK & DEF +150%, 
plus an additional HP, ATK & DEF +20% 
for characters who also belong to the 
""Bond of Parent and Child"" or 
""Movie Heroes"" Category"
102556,Awakened Super Hero,"""Super Heroes"" or ""Hybrid Saiyans"" Category 
Ki +3 and HP, ATK & DEF +170%, 
plus an additional HP, ATK & DEF +30% 
for characters who also belong to the 
""Bond of Parent and Child"" or 
""Movie Heroes"" Category"
102557,New Form and Awakened Power,"""Super Heroes"" or ""Battle of Wits"" Category 
Ki +2 and HP, ATK & DEF +130%, 
plus an additional HP, ATK & DEF +10% 
for characters who also belong to the 
""Bond of Master and Disciple"" or 
""Movie Heroes"" Category"
102558,Unprecedented Power-Up,"""Super Heroes"" or ""Battle of Wits"" Category 
Ki +3 and HP, ATK & DEF +150%, 
plus an additional HP, ATK & DEF +20% 
for characters who also belong to the 
""Bond of Master and Disciple"" or 
""Movie Heroes"" Category"
102559,Exploding Latent Power,"""Super Heroes"" or ""Battle of Wits"" Category 
Ki +3 and HP, ATK & DEF +170%, 
plus an additional HP, ATK & DEF +30% 
for characters who also belong to the 
""Bond of Master and Disciple"" or 
""Movie Heroes"" Category"
102560,Full Power Transformation,"""Bond of Master and Disciple"" Category 
Ki +2 and HP, ATK & DEF +50%"
102561,Unknown Martial Artist,"""World Tournament"" Category 
Ki +2 and HP, ATK & DEF +80%"
102562,The Final Match Begins,"""World Tournament"" Category 
Ki +3 and HP, ATK & DEF +100%"
102563,Climax of the World Tournament,"""World Tournament"" Category 
Ki +4 and HP, ATK & DEF +130%"
102564,Recognized Strength,"Super TEQ Type 
Ki +3 and HP, ATK & DEF +90%"
102565,Extreme Vengeful Energy,"""Giant Form"" Category 
Ki +3 and HP, ATK & DEF +130%"
102566,Serving in the Shadows,"""Storied Figures"" Category 
Ki +2 and HP, ATK & DEF +100%"
102567,Saiyan Alliance,"""Storied Figures"" Category 
Ki +3 and HP, ATK & DEF +130%"
102571,United Super Power,"""Power of Wishes"" or ""Final Trump Card"" 
Category Ki +3 and HP, ATK & DEF +130%, 
plus an additional HP, ATK & DEF +10% 
for characters who also belong to the 
""Connected Hope"" or ""Majin Buu Saga"" Category"
102572,Intense Death Match,"""Power of Wishes"" or ""Final Trump Card"" 
Category Ki +3 and HP, ATK & DEF +150%, 
plus an additional HP, ATK & DEF +20% 
for characters who also belong to the 
""Connected Hope"" or ""Majin Buu Saga"" Category"
102573,Universe's Last Hope,"""Power of Wishes"" or ""Final Trump Card"" 
Category Ki +3 and HP, ATK & DEF +170%, 
plus an additional HP, ATK & DEF +30% 
for characters who also belong to the 
""Connected Hope"" or ""Majin Buu Saga"" Category"
102575,Death Match Climax,"""Power of Wishes"" or ""Battle of Fate"" 
Category Ki +3 and HP, ATK & DEF +130%, 
plus an additional HP, ATK & DEF +10% 
for characters who also belong to the 
""Final Trump Card"" or ""Shadow Dragon Saga"" Category"
102576,Will to Confront Destruction,"""Power of Wishes"" or ""Battle of Fate"" 
Category Ki +3 and HP, ATK & DEF +150%, 
plus an additional HP, ATK & DEF +20% 
for characters who also belong to the 
""Final Trump Card"" or ""Shadow Dragon Saga"" Category"
102577,Miracle-Making Final Showdown,"""Power of Wishes"" or ""Battle of Fate"" 
Category Ki +3 and HP, ATK & DEF +170%, 
plus an additional HP, ATK & DEF +30% 
for characters who also belong to the 
""Final Trump Card"" or ""Shadow Dragon Saga"" Category"
102579,All-Out Decisive Fight,"""Earth-Bred Fighters"" or ""Saiyan Saga"" Category 
Ki +2 and HP, ATK & DEF +130%, plus an additional 
HP, ATK & DEF +10% for characters who also belong 
to the ""Earthlings"" or ""Turtle School"" Category"
102580,Earth's Dominant Elite,"""Earth-Bred Fighters"" or ""Saiyan Saga"" Category 
Ki +3 and HP, ATK & DEF +170%, plus an additional 
HP, ATK & DEF +30% for characters who also belong 
to the ""Earthlings"" or ""Turtle School"" Category"
102581,Villainous-Looking Defenders of Justice,"""Gifted Warriors"" Category 
Ki +2 and HP, ATK & DEF +100%"
102582,Unusual Pairing,"""Gifted Warriors"" Category 
Ki +3 and HP, ATK & DEF +130%"
102583,Brothers of Ice and Fire,"""GT Bosses"" Category 
Ki +2 and HP, ATK & DEF +100%"
102584,Icy Malice and Fiery Pride,"""GT Bosses"" Category 
Ki +3 and HP, ATK & DEF +130%"
102585,Super Power Assembled,"""Battle of Wits"" Category 
Ki +2 and HP, ATK & DEF +150%"
102586,Resistance to the Extermination Plan,"""Battle of Wits"" Category 
Ki +3 and HP, ATK & DEF +170%"
102587,Earth-Shaking Immense Power,"""Battle of Wits"" Category 
Ki +3 and HP, ATK & DEF +200%"
102590,Pint-Sized Saiyan Goes on the Rampage,STR Type enemies' ATK & DEF -40%
102600,Pint-Sized Saiyan Goes Wild,INT Type enemies' ATK & DEF -40%
102602,Ever-Hidden Strength,"""Earth-Bred Fighters"" Category 
Ki +2 and HP, ATK & DEF +100%"
102603,Wimpy Savior,"""Earth-Bred Fighters"" Category 
Ki +3 and HP, ATK & DEF +130%"
102605,Well-Aimed Strike,"AGL Type Ki +2 and HP, ATK & DEF +50%"
102606,Strengthened Friends,"""Bond of Friendship"" Category 
Ki +2 and HP, ATK & DEF +100%"
102607,Desire for New Fights,"""Bond of Friendship"" Category 
Ki +3 and HP, ATK & DEF +130%"
102608,Extraordinary Talent,"""Bond of Parent and Child"" Category 
Ki +2 and HP, ATK & DEF +100%"
102609,Promising New Blood,"""Bond of Parent and Child"" Category 
Ki +3 and HP, ATK & DEF +130%"
