id,name,description,causality_description,aim_target,increase_rate,lv_bonus,is_inactive,created_at,updated_at
3240,None,None,,0,0,0,1,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3241,Super Dragon Twin Fists,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3242,Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3243,Instant Transmission Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3244,Infinity Bullet,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3245,Hidden Power,"Causes mega-colossal damage to enemy 
and massively lowers DEF",,0,250,10,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3246,Final Flash,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3247,Big Bang Attack,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3248,Final Flash,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3249,Final Flash,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3250,Kamehameha (Extreme),"Raises ATK & DEF, causes 
immense damage to enemy 
and lowers DEF",,0,160,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3251,Super Kamehameha (Extreme),"Raises ATK & DEF, causes 
immense damage to enemy 
and lowers DEF",,0,160,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3252,Super Kamehameha (Extreme),"Raises ATK & DEF, causes 
immense damage to enemy 
and lowers DEF",,0,160,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3253,Dragon Smash (Extreme),"Raises ATK & DEF, causes 
immense damage to enemy 
and lowers DEF",,0,160,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3254,Grudgeless Strike (Extreme),"Raises ATK & DEF for 1 turn and 
causes immense damage with 
a great chance of stunning the enemy",,0,180,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3255,Elegant Blaster,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3256,Violent Tease,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3257,Instant Transmission Kamehameha (Extreme),"Raises ATK & DEF for 1 turn and 
causes supreme damage with 
a medium chance of stunning the enemy",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3258,Sadistic 18 (Extreme),"Causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3259,Buster Cannon (Extreme),"Causes supreme damage to enemy 
and raises ATK & DEF for 3 turns",,0,100,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3260,Finish Buster (Extreme),"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3261,Fierce Hand-to-Hand Battle,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3262,Fierce Hand-to-Hand Battle,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3263,Fierce Hand-to-Hand Battle,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3264,Psycho Javelin,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3265,Psycho Javelin,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3266,Recoome Eraser Gun,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3267,Recoome Eraser Gun,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3268,Blue Impulse,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3269,Crusher Ball,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3270,Milky Cannon,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3271,Death Ball,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3272,Kamehameha,"Raises DEF and causes 
supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3273,Kamehameha,"Raises DEF and causes 
supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3274,Fierce Hand-to-Hand Battle,"Raises DEF and causes 
mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3275,Super Kamehameha,"Raises ATK and causes 
mega-colossal damage to enemy",,0,220,10,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3276,Fierce Hand-to-Hand Battle,"Raises ATK and causes 
supreme damage to enemy",,0,120,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3277,Fierce Hand-to-Hand Battle,"Raises ATK and causes 
supreme damage to enemy",,0,120,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3278,Fierce Hand-to-Hand Battle,"Raises ATK and causes 
mega-colossal damage to enemy",,0,220,10,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3279,Full Power Death Ball,"Raises DEF and causes 
mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3280,Desperate Covering Fire,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3281,Desperate Covering Fire,"Causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3282,Final Spirit Cannon,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3283,Galick Eraser,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3284,Mystic Flash,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3285,Crazy Finger Beam,"Raises ATK and causes 
supreme damage to enemy",,0,120,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3286,Crazy Finger Beam,"Raises ATK, raises DEF for 1 turn and 
causes supreme damage to enemy",,0,120,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3287,Chain Destructo-Disc Barrage,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3288,Chain Destructo-Disc Barrage,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3289,Final Burst Cannon,"Raises ATK and 
causes supreme damage to enemy",,0,120,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3290,Chain Destructo-Disc Barrage (Extreme),"Raises ATK and 
causes supreme damage to enemy",,0,120,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3291,Final Burst Cannon (Extreme),"Raises ATK & DEF and 
causes supreme damage to enemy",,0,130,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3292,Final Spirit Cannon,"Raises ATK & DEF by 35% for 1 turn 
and causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3293,Supernova,"Raises ATK & DEF by 35% for 1 turn 
and causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3294,Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3295,Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3296,Super Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3297,Kamehameha,"Raises ATK & DEF for 5 turns and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3298,Recoome Eraser Gun (Extreme),"Greatly raises ATK for 1 turn, 
causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3299,Psycho Javelin (Extreme),"Greatly raises DEF for 1 turn and 
causes supreme damage with 
a high chance of stunning the enemy",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3300,Full Power Death Ball,Causes explosive damage to enemy,,0,1400,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3301,Final Impact,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3302,Final Explosion,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3303,Rocket Launcher,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3304,Hawk Charge,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3305,Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3306,All-Out Surprise Attack,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3307,Energy Wave,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3308,Spirit of Saiyans,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3309,Mystic Slash,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3310,Special Beam Cannon,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3311,Feel the Pain of the Namekians!!,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3312,Final Burst Cannon,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3313,Ki Blast Cannon,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3314,20x Kaioken Kamehameha,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3315,Large Spirit Bomb,Causes mega-colossal damage to enemy,,0,250,10,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3316,Rocket Launcher (Extreme),"Causes supreme damage to enemy 
and recovers 5% HP",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3317,Hawk Charge (Extreme),"Raises ATK, 
causes supreme damage to enemy 
and lowers ATK & DEF",,0,120,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3318,Kamehameha (Extreme),"Causes supreme damage to enemy and 
raises ATK & DEF by 30% for 6 turns",,0,120,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3319,All-Out Surprise Attack (Extreme),"Greatly raises ATK & DEF for 1 turn 
and causes supreme damage with 
a great chance of stunning the enemy",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3320,Energy Wave (Extreme),"Causes supreme damage to enemy, 
seals Super Attack and 
raises ATK & DEF by 30% for 6 turns",,0,120,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3321,Crusher Ball (Extreme),"Raises DEF for 1 turn and 
causes supreme damage to enemy; 
raises allies' ATK & DEF by 20% for 1 turn",,0,130,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3322,Blue Impulse (Extreme),"Raises DEF, raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3323,Milky Cannon (Extreme),"Raises ATK, raises DEF for 1 turn, 
causes supreme damage to enemy 
and seals Super Attack",,0,120,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3324,Super Kamehameha,"Causes immense damage to enemy 
and lowers DEF",,0,180,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3325,Violent Tease (Extreme),"Causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3326,Dastard Impact,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3327,Elegant Blaster,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3329,Crazy Finger Beam,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3330,Death Ball,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3331,Full Power Death Ball,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3332,Kamehameha Barrage (Extreme),"Causes supreme damage to enemy and 
raises ATK & DEF by 30% for 3 turns",,0,120,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3333,None,None,,0,0,0,1,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3334,Final Spirit Cannon (Extreme),"Greatly raises ATK & DEF for 1 turn, 
causes colossal damage to enemy 
and greatly lowers DEF",,0,200,5,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3335,Kamehameha Barrage,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3336,Kamehameha Barrage,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3337,Spirit of Saiyans (Extreme),"Raises DEF for 1 turn, causes 
mega-colossal damage to enemy 
and seals Super Attack",,0,250,10,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3338,Quick Combo,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3339,Quick Combo,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3340,Quick Combo,"Raises ATK & DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3341,Kamehameha & Masenko,"Greatly raises ATK & DEF for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3342,Quick Combo,"Raises ATK & DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3343,Kamehameha & Masenko,"Greatly raises ATK & DEF for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3344,Massacre Breaker,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3345,Massacre Breaker,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3346,Massacre Breaker,"Raises ATK & DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3347,Amazing Impact,"Raises ATK & DEF for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3348,Ki Blast Cannon,"Raises ATK & DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3349,Feint Kamehameha,"Greatly raises ATK & DEF for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3350,Angry Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3351,Union Shot,"Raises ATK and 
causes immense damage to enemy",,0,150,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3352,Union Shot,"Raises ATK & DEF and 
causes immense damage to enemy",,0,160,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3353,Gigantic Blast,"Raises ATK and 
causes immense damage to enemy",,0,150,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3354,Galick Cannon,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3355,Galick Cannon,"Raises ATK and 
causes supreme damage to enemy",,0,120,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3356,Master and Disciple Galick Gun,"Raises ATK & DEF and 
causes supreme damage to enemy","Activated when there is an ally 
whose name includes ""Vegeta"" 
(Kid, Jr., etc. excluded) on the team",0,130,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3357,Gigantic Blast (Extreme),"Raises DEF, causes immense damage 
to enemy and greatly lowers DEF",,0,180,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3358,Tri-Beam,"Raises DEF for 1 turn, 
causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3359,Break Cannon,"Greatly raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3360,Time Skip,"Raises ATK and causes supreme damage 
with a medium chance of stunning the enemy",,0,120,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3361,Union Shot,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3362,Union Shot,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3363,Gigantic Blast,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3364,None,None,,0,0,0,1,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3365,Cage of Time (Extreme),"Raises DEF for 1 turn and 
causes immense damage with 
a medium chance of stunning the enemy",,0,180,25,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3366,Kamehameha (Extreme),"Raises ATK & DEF and 
causes supreme damage to enemy",,0,130,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3367,Super Flame Cannon (Extreme),"Causes destructive damage with 
a medium chance of stunning the enemy",,0,100,10,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3368,Galick Gun (Extreme),"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3369,Super Breath Cannon (Extreme),"Massively raises ATK temporarily and 
causes destructive damage with 
a medium chance of stunning the enemy",,0,100,10,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3370,Double Sunday (Extreme),"Greatly raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3371,Gigant Rock Throw (Extreme),"Massively raises ATK temporarily and 
causes destructive damage with 
a medium chance of stunning the enemy",,0,100,10,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3372,Goku and Hit's United Front,"Raises ATK & DEF for 1 turn and 
causes supreme damage with 
a medium chance of stunning the enemy",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3373,Goku and Hit's United Front,"Raises ATK & DEF for 1 turn and 
causes supreme damage with 
a medium chance of stunning the enemy",,0,150,20,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
3374,Goku and Hit's United Front,"Raises ATK & DEF for 1 turn and 
causes colossal damage with 
a high chance of stunning the enemy",,0,200,5,0,2024-02-27 09:32:37.275886,2024-02-27 09:32:37.275886
